sequence,method,seed,window_idx,outage_start_s,outage_end_s,outage_duration_s,first3_nis
UZH_Outdoorforward_3_davis,Baseline,3,0,18.787277303693763,27.37292647083739,8.585649167143625,1.7237713348121588
UZH_Outdoorforward_3_davis,Baseline,3,1,44.310662696989716,53.611937162196114,9.301274465206397,1.160104085597149
UZH_Outdoorforward_3_davis,Baseline,3,2,72.20334427730458,81.44118206459675,9.237837787292165,0.2718885246578245
UZH_Outdoorforward_3_davis,Baseline,4,0,6.999751881121454,16.475995586829157,9.476243705707702,0.0675407426117886
UZH_Outdoorforward_3_davis,Baseline,4,1,38.96834709093701,48.411403196509376,9.443056105572367,0.4735946001489079
UZH_Outdoorforward_3_davis,Baseline,4,2,59.9871883526523,68.91768463038171,8.93049627772941,0.3020152574257744
UZH_Outdoorforward_3_davis,Baseline,5,0,4.386088044857297,13.294561250277296,8.908473205419998,0.004292002085395767
UZH_Outdoorforward_3_davis,Baseline,5,1,22.344270763320306,31.35959632436245,9.015325561042143,0.7983377447215613
UZH_Outdoorforward_3_davis,Baseline,5,2,61.104739172514755,70.40974209626013,9.305002923745377,0.413124043864777
UZH_Outdoorforward_3_davis,Baseline,6,0,10.163605035161808,19.34352269632583,9.179917661164023,0.6544547954895393
UZH_Outdoorforward_3_davis,Baseline,6,1,26.62837777899983,35.666542130471775,9.038164351471945,0.21805046315524637
UZH_Outdoorforward_3_davis,Baseline,6,2,47.95688275879006,57.44432774897653,9.487444990186468,1.0856918967907292
UZH_Outdoorforward_3_davis,Baseline,7,0,17.76032944032587,27.036015130571062,9.275685690245194,1.6096575519068859
UZH_Outdoorforward_3_davis,Baseline,7,1,35.814565639519465,45.11163506827151,9.297069428752046,0.17580861957197647
UZH_Outdoorforward_3_davis,Baseline,7,2,67.90739755300463,77.03249301960929,9.125095466604662,0.32809424320492925
UZH_Outdoorforward_3_davis,Baseline,8,0,30.06839949685009,39.43829600854631,9.369896511696219,0.4135683842387564
UZH_Outdoorforward_3_davis,Baseline,8,1,60.04559569102822,68.86430652951374,8.818710838485522,0.5361993782052963
UZH_Outdoorforward_3_davis,Baseline,8,2,74.91794601004796,83.74491828665352,8.82697227660556,0.298421427023013
UZH_Outdoorforward_3_davis,Baseline,9,0,5.867837109154176,14.852781436131465,8.984944326977288,0.008557603532962393
UZH_Outdoorforward_3_davis,Baseline,9,1,22.318336881114995,31.688586085085078,9.370249203970083,0.7200466112004729
UZH_Outdoorforward_3_davis,Baseline,9,2,58.999657052542005,68.10280520259357,9.103148150051567,0.4379900859566588
UZH_Outdoorforward_3_davis,Ours,0,0,2.2421598067632926,10.783133330699489,8.540973523936195,0.007694719344803634
UZH_Outdoorforward_3_davis,Ours,0,1,21.115444722970526,30.252406410291982,9.136961687321456,0.05002857862546155
UZH_Outdoorforward_3_davis,Ours,0,2,68.89462773168117,78.20789797088145,9.313270239200278,0.020916555317037185
UZH_Outdoorforward_3_davis,Ours,1,0,3.057230319482824,12.106824007155883,9.04959368767306,0.008414439048027566
UZH_Outdoorforward_3_davis,Ours,1,1,32.70108746423706,41.51291891624755,8.811831452010487,0.16882843701785546
UZH_Outdoorforward_3_davis,Ours,1,2,71.98603338283274,80.997855007533,9.01182162470026,0.039669760790163176
UZH_Outdoorforward_3_davis,Ours,2,0,7.837009453267566,17.151235193861844,9.314225740594278,0.024930849311593915
UZH_Outdoorforward_3_davis,Ours,2,1,23.367701191971012,32.12931332622033,8.761612134249315,0.032828315548521884
UZH_Outdoorforward_3_davis,Ours,2,2,55.34872637150688,64.44882689747253,9.100100525965651,0.12809179382986866
UZH_Outdoorforward_3_davis,Ours,3,0,18.787277303693763,27.37292647083739,8.585649167143625,0.13789392825530197
UZH_Outdoorforward_3_davis,Ours,3,1,44.310662696989716,53.611937162196114,9.301274465206397,0.16644230474408506
UZH_Outdoorforward_3_davis,Ours,3,2,72.20334427730458,81.44118206459675,9.237837787292165,0.03455027106294754
UZH_Outdoorforward_3_davis,Ours,4,0,6.999751881121454,16.475995586829157,9.476243705707702,0.014084336093493228
UZH_Outdoorforward_3_davis,Ours,4,1,38.96834709093701,48.411403196509376,9.443056105572367,0.06697454926854665
UZH_Outdoorforward_3_davis,Ours,4,2,59.9871883526523,68.91768463038171,8.93049627772941,0.03805724634679939
UZH_Outdoorforward_3_davis,Ours,5,0,4.386088044857297,13.294561250277296,8.908473205419998,0.006086780634639995
UZH_Outdoorforward_3_davis,Ours,5,1,22.344270763320306,31.35959632436245,9.015325561042143,0.056157383280296215
UZH_Outdoorforward_3_davis,Ours,5,2,61.104739172514755,70.40974209626013,9.305002923745377,0.039428500103909525
UZH_Outdoorforward_3_davis,Ours,6,0,10.163605035161808,19.34352269632583,9.179917661164023,0.06438362351400438
UZH_Outdoorforward_3_davis,Ours,6,1,26.62837777899983,35.666542130471775,9.038164351471945,0.04233257610939678
UZH_Outdoorforward_3_davis,Ours,6,2,47.95688275879006,57.44432774897653,9.487444990186468,0.15363818618594902
UZH_Outdoorforward_3_davis,Ours,7,0,17.76032944032587,27.036015130571062,9.275685690245194,0.1429368331981009
UZH_Outdoorforward_3_davis,Ours,7,1,35.814565639519465,45.11163506827151,9.297069428752046,0.06285614904877465
UZH_Outdoorforward_3_davis,Ours,7,2,67.90739755300463,77.03249301960929,9.125095466604662,0.01892178547518916
UZH_Outdoorforward_3_davis,Ours,8,0,30.06839949685009,39.43829600854631,9.369896511696219,0.145640563520623
UZH_Outdoorforward_3_davis,Ours,8,1,60.04559569102822,68.86430652951374,8.818710838485522,0.0664331188816436
UZH_Outdoorforward_3_davis,Ours,8,2,74.91794601004796,83.74491828665352,8.82697227660556,0.05898497479563089
UZH_Outdoorforward_3_davis,Ours,9,0,5.867837109154176,14.852781436131465,8.984944326977288,0.004431798596075148
UZH_Outdoorforward_3_davis,Ours,9,1,22.318336881114995,31.688586085085078,9.370249203970083,0.04719755329229774
UZH_Outdoorforward_3_davis,Ours,9,2,58.999657052542005,68.10280520259357,9.103148150051567,0.04557834645480828
